FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.fid--38345ac2_187744723e7_7ded,860,Randbølvej / Katrinedalsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120430,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlDLYGoTFH.pdf,,,,,,,,359,POINT (12.497457280397017 55.691747266171845)
trafiktaelling.fid--38345ac2_187744723e7_7dee,861,Grøndal Parkvej / Godthåbsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121030,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yaQYO1bFPC.pdf,,,,,,,,360,POINT (12.515614105710208 55.69109431483545)
trafiktaelling.fid--38345ac2_187744723e7_7def,862,Ved Mønten / Amagerfælledvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121010,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HXIrE4MhaG.pdf,,,,,,,,361,POINT (12.595344186070475 55.66745693126425)
trafiktaelling.fid--38345ac2_187744723e7_7df0,863,Tankstation ved Enghave St,Indkørsler til tankstation på hjørnet af Enghavevej og Sønder Boulevard,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120222,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2kZAuLfoby.pdf,,,,,,,,362,POINT (12.541390263590802 55.663366361776845)
trafiktaelling.fid--38345ac2_187744723e7_7df1,864,H. C. Andersens Boulevard / Vesterbrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XseczXSxkI.pdf,,,,,,,,363,POINT (12.5679130816041 55.67578242062309)
trafiktaelling.fid--38345ac2_187744723e7_7df2,865,Artillerivej / Ved Slusen,Krydset,,101,Krydstællinger,,,,,4198,"4,2",4300,5100,141,200,200,,,,,,,200,20220609,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/O8ntugVFEx.pdf,,4.19999981,,,,,,364,POINT (12.563784142634939 55.64184676054292)
trafiktaelling.fid--38345ac2_187744723e7_7df3,866,Vigerslevvej / Folehaven,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YDZpXEg7QT.pdf,,,,,,,,365,POINT (12.488354110889812 55.652743998714286)
trafiktaelling.fid--38345ac2_187744723e7_7df4,867,Folehaven / Sønderkær,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120621,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uEMOlirSUR.pdf,,,,,,,,366,POINT (12.486673286114975 55.6527055973212)
trafiktaelling.fid--38345ac2_187744723e7_7df5,868,Borgervænget / Bellmansgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110823,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5inY9pBbIE.pdf,,,,,,,,367,POINT (12.573245567371654 55.716661387044994)
trafiktaelling.fid--38345ac2_187744723e7_7df6,869,Øster Allé / Edel Sauntes Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110825,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yxuiJYupgl.pdf,,,,,,,,368,POINT (12.565939397903223 55.704754759051696)
trafiktaelling.fid--38345ac2_187744723e7_7df7,870,Øster Allé / Per Henrik Lings Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110825,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ubQ7afI1n3.pdf,,,,,,,,369,POINT (12.569954127523399 55.70264046260365)
trafiktaelling.fid--38345ac2_187744723e7_7df8,871,Gyldenløvesgade / Rosenørns Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20111011,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OUNYXeVbWI.pdf,,,,,,,,370,POINT (12.557797292914817 55.68201741725637)
trafiktaelling.fid--38345ac2_187744723e7_7df9,872,Dybbølsbro / Kalvebod Brygge,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110927,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TDklQhQZal.pdf,,,,,,,,371,POINT (12.561405909035708 55.66325000421443)
trafiktaelling.fid--38345ac2_187744723e7_7dfa,873,Arresøgade,øst for Refsnæsgade,9,100,Øvrige tællinger,300,"2,6",400,400,400,,400,500,,,,,,,,,,,20111010,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/7AZa0G7qXd.pdf,2.5999999,,,,,,,372,POINT (12.55619114690614 55.69718664466391)
trafiktaelling.fid--38345ac2_187744723e7_7dfb,874,Faksegade,nord for Rosenvængets Allé,6,100,Øvrige tællinger,600,"2,7",700,800,500,,500,600,,,,,,,,,,,20110112,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UF2qXqiaq9.pdf,2.70000005,,,,,,,373,POINT (12.581020593388711 55.69963534468386)
trafiktaelling.fid--38345ac2_187744723e7_7dfc,875,Islands Brygge,nordøst for Njalsgade,17,100,Øvrige tællinger,4600,"2,5",5400,6000,,,,,,,,,,,,,,,20111117,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/v55UVolnGp.pdf,2.5,,,,,,,374,POINT (12.577631098448036 55.66748399218611)
trafiktaelling.fid--38345ac2_187744723e7_7dfd,876,Strandboulevarden,vest for Svendborggade,132,100,Øvrige tællinger,14016,"5,2",16400,18400,4384,"1,7",4500,5300,,,,,,,,,,,20170905,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/c8Rjpl2eL5.pdf,5.19999981,1.70000005,434,,,,,375,POINT (12.582833204107986 55.70919162374553)
trafiktaelling.fid--38345ac2_187744723e7_7dfe,877,Tuborgvej,vest for Strandvejen,7,100,Øvrige tællinger,14598,"2,9",17100,19100,2501,"5,0",2600,3100,,,,,,,,,,,20200827,2020,https://kk.sites.itera.dk/apps/kk_trafik/pdf/hMdPPTY3JM.pdf,2.9000001,5,240,"1,64",,,14,376,POINT (12.57503118345728 55.726721506083614)
trafiktaelling.fid--38345ac2_187744723e7_7dff,878,Grøndalsvænge Allé,nordøst for Godthåbsvej,72,100,Øvrige tællinger,500,"0,8",600,700,1400,,1400,1700,,,,,,,,,,,20101117,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DsRxGQgBfv.pdf,0.80000001,,,,,,,377,POINT (12.516238823575375 55.69138984194467)
trafiktaelling.fid--38345ac2_187744723e7_7e00,879,Bygrænsen / Glamsbjergvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20101004,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HHdEiCegtq.pdf,,,,,,,,378,POINT (12.595855189297895 55.63795254239579)
trafiktaelling.fid--38345ac2_187744723e7_7e01,880,Østbanegade / Tunnel til Kalkbrænderigade,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20101006,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cXZlJKjRxP.pdf,,,,,,,,379,POINT (12.591042668427193 55.70350748669562)
trafiktaelling.fid--38345ac2_187744723e7_7e02,881,Gothersgade,nordvest for Adelgade,52,100,Øvrige tællinger,3400,"9,4",4000,4500,7100,"1,5",7300,8700,,,,,,,,,,,20130910,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DSf02Vgrf7.pdf,9.39999962,1.5,,,,,,380,POINT (12.581701777785142 55.682404156326996)
trafiktaelling.fid--38345ac2_187744723e7_7e03,882,Jagtvej,sydvest for Ydunsgade,137,3,Andre faste tællinger,16997,"2,3",19900,22300,13652,"3,1",14100,16700,,,,,,,,,,,20210922,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/i3bPnsEhDc.pdf,2.29999995,3.0999999,263,"1,54",,,22,381,POINT (12.55323178968815 55.698257345157565)
trafiktaelling.fid--38345ac2_187744723e7_7e04,883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,23,3,Andre faste tællinger,44184,"3,2",51700,57900,19919,"3,9",20500,24300,,,,,,,,,,,20220914,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/HxDq27EmpF.pdf,3.20000005,3.9000001,848,"1,91",,,245,382,POINT (12.570965051983402 55.67421924045837)
trafiktaelling.fid--38345ac2_187744723e7_7e05,884,Cykelrute,øst for Artillerivej,,100,Øvrige tællinger,,,,,3784,"1,7",3900,4600,147,200,200,,,,,,,200,20180515,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hAOgqhZhmD.pdf,,1.70000005,0,,,,,383,POINT (12.564870642192174 55.64191001304149)
trafiktaelling.fid--38345ac2_187744723e7_7e06,885,Cykelruten ved Sjællandsbroen / Ved Slusen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090917,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4smvX9tSER.pdf,,,,,,,,384,POINT (12.555083998905646 55.64205058191262)
trafiktaelling.fid--38345ac2_187744723e7_7e07,886,Sluseholmen / Sjællandsbroen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20190910,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/zGJGx4Kolq.pdf,,,,,,,,385,POINT (12.545439647175593 55.64367121155384)
trafiktaelling.fid--38345ac2_187744723e7_7e08,887,Carl Jacobsens Vej / Trekronergade,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090526,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eI65aQuEmR.pdf,,,,,,,,386,POINT (12.520437218398609 55.65292316269103)
trafiktaelling.fid--38345ac2_187744723e7_7e09,888,Ellebjergvej / Sjælør Boulevard,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090101,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Xg4xDjkg3Q.pdf,,,,,,,,387,POINT (12.52797527645668 55.65017244686418)
trafiktaelling.fid--38345ac2_187744723e7_7e0a,889,Folehaven / Gammel Køge Landevej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/p5cPBEssw9.pdf,,,,,,,,388,POINT (12.507822455413178 55.65065023535365)
trafiktaelling.fid--38345ac2_187744723e7_7e0b,890,Folehaven / Retortvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090101,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/3GlijQTGTq.pdf,,,,,,,,389,POINT (12.503032566431292 55.651084201856705)
trafiktaelling.fid--38345ac2_187744723e7_7e0c,891,Grøndals Parkvej / Jernbane Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160907,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uf31fcznQn.pdf,,,,,,,,390,POINT (12.493567034277987 55.68387902161858)
trafiktaelling.fid--38345ac2_187744723e7_7e0d,892,Grøndals Parkvej / Flintholm st,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090318,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gznv1IZR9c.pdf,,,,,,,,391,POINT (12.498681754801217 55.68638406258026)
trafiktaelling.fid--38345ac2_187744723e7_7e0e,893,Grøndals Parkvej / C. F. Richs Vej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5y7eAZJJ0k.pdf,,,,,,,,392,POINT (12.501156357385787 55.68793831477935)
trafiktaelling.fid--38345ac2_187744723e7_7e0f,894,Jernbane Allé / Jydeholmen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090305,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CMyBIGxxnO.pdf,,,,,,,,393,POINT (12.491266887971161 55.68629463140975)
trafiktaelling.fid--38345ac2_187744723e7_7e10,895,Jernbane Allé / Vanløse Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090305,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AGidJq6dgM.pdf,,,,,,,,394,POINT (12.489842974389125 55.68782247540494)
trafiktaelling.fid--38345ac2_187744723e7_7e11,896,Jyllingevej / Ålekistevej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090312,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Jj5z2m8DhD.pdf,,,,,,,,395,POINT (12.48108780000367 55.691203989807796)
trafiktaelling.fid--38345ac2_187744723e7_7e12,897,Jyllingevej / Jernbane Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090312,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oa1LMI6Neu.pdf,,,,,,,,396,POINT (12.486760999952017 55.69244153463979)
trafiktaelling.fid--38345ac2_187744723e7_7e13,898,Jyllingevej / Slotsherrensvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/fe3QYNku4U.pdf,,,,,,,,397,POINT (12.494163774255618 55.69385948448477)
trafiktaelling.fid--38345ac2_187744723e7_7e14,899,Sallingvej / Rebildvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/u0RQ9GIOty.pdf,,,,,,,,398,POINT (12.506703129302272 55.69315672495324)
trafiktaelling.fid--38345ac2_187744723e7_7e15,900,Bülowsvej,nord for Amalievej,18 eller 20,4,Frederiksberg Kommune,6500,"2,4",7600,8500,3200,"1,4",3300,3900,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bpoJhR6dds.pdf,2.4000001,1.39999998,116,,,,,399,POINT (12.54302238354454 55.67988444323711)
trafiktaelling.fid--38345ac2_187744723e7_7e16,901,H.C. Ørstedsvej,nord for Niels Ebbesens vej,27 eller 30,4,Frederiksberg Kommune,10600,"3,6",12400,13900,8200,"2,4",8400,10000,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/onERGS6Czn.pdf,3.5999999,2.4000001,142,,,,,400,POINT (12.54780492755579 55.67925854165049)
trafiktaelling.fid--38345ac2_187744723e7_7e17,902,Vesterbrogade,øst for Pile Allé,187 eller 206,4,Frederiksberg Kommune,13700,"3,9",16000,17900,4300,"1,4",4400,5200,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aBXHAfBKvp.pdf,3.9000001,1.39999998,225,,,,,401,POINT (12.531984797933 55.67076595043853)
trafiktaelling.fid--38345ac2_187744723e7_7e18,903,Pile Allé,syd for Vesterbrogade,25,4,Frederiksberg Kommune,10300,"5,7",12100,13500,4400,1,4500,5400,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZotCIsSr68.pdf,5.69999981,1,187,,,,,402,POINT (12.530974007175912 55.67032464553703)
trafiktaelling.fid--38345ac2_187744723e7_7e19,904,Gammel Kongevej,øst for Allégade,178 eller 179,4,Frederiksberg Kommune,10190,"3,4",11900,13300,9989,"1,7",10300,12200,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NSWKjngMAt.pdf,3.4000001,1.70000005,138,,,,,403,POINT (12.534451541696267 55.678043576241606)
trafiktaelling.fid--38345ac2_187744723e7_7e1a,905,Godthåbsvej,øst for Guldborgvej,64A eller 69,4,Frederiksberg Kommune,11000,"4,2",12900,14400,10300,"1,3",10600,12600,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yunBOijtPy.pdf,4.19999981,1.29999995,199,,,,,404,POINT (12.528775692883881 55.687504373184545)
trafiktaelling.fid--38345ac2_187744723e7_7e1b,906,Finsensvej,øst for Lindevangs Allé,15,4,Frederiksberg Kommune,7400,"3,4",8700,9700,7700,2,7900,9400,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/u9MnU9C1Pr.pdf,3.4000001,2,108,,,,,405,POINT (12.519596922054006 55.681140303065575)
trafiktaelling.fid--38345ac2_187744723e7_7e1c,907,Peter Bangs Vej,vest for Orla Lehmanns Vej,8,4,Frederiksberg Kommune,10200,"3,8",11900,13400,7600,"1,5",7800,9300,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pqdY50MYkH.pdf,3.79999995,1.5,214,,,,,406,POINT (12.51891444091746 55.67917078255459)
trafiktaelling.fid--38345ac2_187744723e7_7e1d,908,Frederiksberg Allé,øst for Pile Allé,102,4,Frederiksberg Kommune,6600,"5,2",7700,8600,3900,"3,1",4000,4800,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0uinhIvuvS.pdf,5.19999981,3.0999999,164,,,,,407,POINT (12.533419291703368 55.674679588700855)
trafiktaelling.fid--38345ac2_187744723e7_7e1e,909,Finsensvej,øst for Sønderjyllands Allé,128 eller 145,4,Frederiksberg Kommune,9100,"3,4",10600,11900,3200,"1,5",3300,3900,,,,,,,,,,,20130522,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8MYAs7VLvf.pdf,3.4000001,1.5,98,,,,,408,POINT (12.496853000076756 55.68257909029761)
trafiktaelling.fid--38345ac2_187744723e7_7e1f,910,C. F. Richsvej,øst for grøndals parkvej,109 eller 146,4,Frederiksberg Kommune,5258,"0,9",6200,6900,2278,"1,6",2300,2800,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uqJgTfcwRd.pdf,0.89999998,1.60000002,42,,,,,409,POINT (12.503275035597238 55.6869931152719)
trafiktaelling.fid--38345ac2_187744723e7_7e20,911,Dalgas Boulevard,nord for Roskildevej,4 eller 5,4,Frederiksberg Kommune,6987,"1,5",8200,9200,1817,"2,8",1900,2200,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/p0Cm25jSFC.pdf,1.5,2.79999995,92,,,,,410,POINT (12.5066571052462 55.67343969582961)
trafiktaelling.fid--38345ac2_187744723e7_7e21,912,Nordre Fasanvej,nord for Stæhr Johansens vej,31 eller 34,4,Frederiksberg Kommune,16600,"3,7",19400,21700,6300,2,6500,7700,,,,,,,,,,,20130522,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vQOVp3qxZR.pdf,3.70000005,2,193,,,,,411,POINT (12.523198418187294 55.68246392741359)
trafiktaelling.fid--38345ac2_187744723e7_7e22,913,Falkoner Allé,syd for Dronning Olgas Vej,77 eller 108,4,Frederiksberg Kommune,13500,"3,4",15800,17700,8100,2,8300,9900,,,,,,,,,,,20130522,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FedaUPS4Wr.pdf,3.4000001,2,232,,,,,412,POINT (12.54048455865661 55.68698008085218)
trafiktaelling.fid--38345ac2_187744723e7_7e23,914,Nyelandsvej,vest for Falkoner Allé,3 eller 4B,4,Frederiksberg Kommune,6700,"4,1",7800,8800,5838,"2,7",6000,7100,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/n0651R1gXM.pdf,4.0999999,2.70000005,146,,,,,413,POINT (12.53340600910265 55.682317166776514)
trafiktaelling.fid--38345ac2_187744723e7_7e24,931,Sallingvej / Hulgårdsvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Xe3V6nVMXc.pdf,,,,,,,,414,POINT (12.510029389909604 55.694690212389716)
trafiktaelling.fid--38345ac2_187744723e7_7e25,932,Hulgårdsvej / Hvidkildevej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090317,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8BoiFUQXWN.pdf,,,,,,,,415,POINT (12.515772370745005 55.69838655590096)
trafiktaelling.fid--38345ac2_187744723e7_7e26,933,Vibenshus Runddel,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FNnDyZ1GxB.pdf,,,,,,,,416,POINT (12.562893336318151 55.706452281392636)
trafiktaelling.fid--38345ac2_187744723e7_7e27,934,Nyhavn,vest for Kvæsthusgade (solsiden),65,100,Øvrige tællinger,168,,200,200,592,,600,700,3811,4500,4600,,,,,,,4500,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lOWLLW6ldW.pdf,,,,,,,,417,POINT (12.592684067945376 55.679462455143955)
trafiktaelling.fid--38345ac2_187744723e7_7e28,935,Borups Allé,Borups Allé 43 SØ for Ågade-krydset,43,100,Øvrige tællinger,3800,"5,0",4400,5000,5800,"1,5",6000,7100,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PfZklWnR4w.pdf,5,1.5,,,,,,418,POINT (12.537014103757002 55.692276676662786)
trafiktaelling.fid--38345ac2_187744723e7_7e29,936,Bragesgade,Bragesgade 10 s.f. Mimersgade,10,100,Øvrige tællinger,800,"0,6",900,1000,700,,700,900,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kAhzg7ddZr.pdf,0.60000002,,,,,,,419,POINT (12.544149133836587 55.69978455154478)
trafiktaelling.fid--38345ac2_187744723e7_7e2a,937,Frederikssundsvej,Frederikssundsvej/Lygten/Nordre Fasanvej,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140424,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ej92gN1Pya.pdf,,,,,,,,420,POINT (12.537244283077689 55.7011372777674)
trafiktaelling.fid--38345ac2_187744723e7_7e2b,938,Frederikssundsvej,Frederikssundsvej 50A nv.f. Blytækkervej,50,100,Øvrige tællinger,9470,"7,4",11100,12400,9705,"1,2",10000,11800,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Z8dYRyFEPi.pdf,7.4000001,1.20000005,87,,,,,421,POINT (12.531054185830063 55.70277737249803)
trafiktaelling.fid--38345ac2_187744723e7_7e2c,938,Frederikssundsvej,Frederikssundsvej 50A nv.f. Blytækkervej,50,100,Øvrige tællinger,9500,"7,4",11100,12400,9700,"1,2",10000,11800,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GA5EGQYUj9.pdf,7.4000001,1.20000005,87,,,,,422,POINT (12.531054185830063 55.70277737249803)
trafiktaelling.fid--38345ac2_187744723e7_7e2d,939,Lundtoftegade,Syd for Humlebækgade,8,100,Øvrige tællinger,6700,4,7800,8800,2000,"2,1",2100,2400,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MZyHSRLDEF.pdf,4,2.0999999,,,,,,423,POINT (12.53862144479206 55.692219726686794)
trafiktaelling.fid--38345ac2_187744723e7_7e2e,940,Mimersgade,Mimersgade 101 Vest for Heimdalsgade,101,100,Øvrige tællinger,5600,"1,4",6600,7300,5400,,5600,6600,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Obeb8IHmZW.pdf,1.39999998,,,,,,,424,POINT (12.541777722497743 55.70083818984556)
trafiktaelling.fid--38345ac2_187744723e7_7e2f,941,Mjølnerparken,Mjølnerparken SV for Tagensvej,-,100,Øvrige tællinger,800,0,900,1000,600,,600,700,601,700,700,,,,,,,700,20140617,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/brMSJol0p2.pdf,0,,,,,,,425,POINT (12.542271457424079 55.70599485340371)
trafiktaelling.fid--38345ac2_187744723e7_7e30,942,Nannasgade,Nannasgade SØ for Hamletsgade,27,100,Øvrige tællinger,2100,"1,7",2500,2800,900,,900,1100,,,,,,,,,,,20140617,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FTCS2eWcvz.pdf,1.70000005,,,,,,,426,POINT (12.545435622613445 55.70119224418396)
trafiktaelling.fid--38345ac2_187744723e7_7e31,943,Rentemestervej,Rentemestervej 22 SV.f. Frederiksborgvej,22,100,Øvrige tællinger,1700,"0,9",2000,2200,1200,,1200,1500,,,,,,,,,,,20140424,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jPpqQMeTaI.pdf,0.89999998,,,,,,,427,POINT (12.532621257644525 55.705461108799774)
trafiktaelling.fid--38345ac2_187744723e7_7e32,944,Rådmandsgade,Rådmansgade 43 sv.f. Tagensvej,43,100,Øvrige tællinger,1300,"1,4",1500,1700,2800,,2900,3400,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lq1m4NiuhU.pdf,1.39999998,,,,,,,428,POINT (12.551511257515706 55.70022803130288)
trafiktaelling.fid--38345ac2_187744723e7_7e33,945,Thorsgade,Thorsgade 3 NØ.f. Nørrebrogade,3,100,Øvrige tællinger,700,"0,9",800,900,700,,700,900,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mI0GiOEycz.pdf,0.89999998,,,,,,,429,POINT (12.54747665036409 55.69589881480022)
trafiktaelling.fid--38345ac2_187744723e7_7e34,946,Borgmestervangen,Borgmestervangen 12 n.f. Mimersgade,12,100,Øvrige tællinger,1300,"0,7",1500,1700,1900,,2000,2300,2729,3200,3300,,,,,,,3200,20140617,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rj9pCM2Wxp.pdf,0.69999999,,,,,,,430,POINT (12.53986095714215 55.70147488148531)
trafiktaelling.fid--38345ac2_187744723e7_7e35,947,Ægirsgade,Ægirsgade 61 nø.f. Nannasgade,61,100,Øvrige tællinger,400,"1,8",500,500,1100,,1100,1300,,,,,,,,,,,20140617,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MpVpvoTlNm.pdf,1.79999995,,3,,,,,431,POINT (12.548503830739083 55.70072822829806)
trafiktaelling.fid--38345ac2_187744723e7_7e36,948,Gothersgade,nordvest for Landemærket,95,100,Øvrige tællinger,,,,,,,,,3863,4500,4700,,,,,,,4500,20130910,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Kqn95Zxxhv.pdf,,,,,,,,432,POINT (12.577205226368289 55.68364261787443)
trafiktaelling.fid--38345ac2_187744723e7_7e37,949,Sankt Annæ Plads,øst for Bredgade,3,100,Øvrige tællinger,,,,,,,,,4903,5700,5900,,,,,,,5700,20170613,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ekHSB7GWJc.pdf,,,,,,,,433,POINT (12.589407682349822 55.682278016636836)
trafiktaelling.fid--38345ac2_187744723e7_7e38,950,Sønder Boulevard,nordøst for Dybbølsgade,48,100,Øvrige tællinger,,,,,5100,"3,8",5300,6200,,,,,,,,,,,20140917,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mo2oJqaXrZ.pdf,,3.79999995,,,,,,434,POINT (12.552967912417131 55.6667241313886)
trafiktaelling.fid--38345ac2_187744723e7_7e39,951,Sønder Boulevard,øst for Stenderupgade,104,100,Øvrige tællinger,,,,,,,,,1599,1900,1900,,,,,,,1900,20130606,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ldTiptNwbC.pdf,,,,,,,,435,POINT (12.544412898667701 55.66410722817195)
