FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.fid--38345ac2_187744723e7_7eae,7153,Jernbane Alle,nord for Jydeholmen,35,100,Øvrige tællinger,,,,,,,,,5753,6700,7000,,,,,,,6700,20190626,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UDl6Gk4Uyk.pdf,,,,,,,,551,POINT (12.490957256992745 55.68648379976289)
trafiktaelling.fid--38345ac2_187744723e7_7eaf,7154,Flintholm station,ved Grøndals Parkvej,,100,Øvrige tællinger,,,,,,,,,6047,7100,7300,,,,,,,7100,20100601,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/8ivItnJ6nb.pdf,,,,,,,,552,POINT (12.498556179835166 55.68592779674868)
trafiktaelling.fid--38345ac2_187744723e7_7eb0,7160,Amaliehaven ,kajsiden nord for anløbstrappen,,100,Øvrige tællinger,,,,,,,,,4600,5400,5600,,,,,,,5400,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pobdblGviw.pdf,,,,,,,,553,POINT (12.59553519105413 55.683507791043674)
trafiktaelling.fid--38345ac2_187744723e7_7eb1,7161,Amaliehaven ,indgang fra kajsiden,,100,Øvrige tællinger,,,,,,,,,6300,7400,7600,,,,,,,7400,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RtfIbhp2CR.pdf,,,,,,,,554,POINT (12.595326970311962 55.68343595718498)
trafiktaelling.fid--38345ac2_187744723e7_7eb2,7162,Amaliehaven ,kajsiden syd for anløbstrappen,,100,Øvrige tællinger,,,,,,,,,3500,4100,4200,,,,,,,4100,20110616,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dxmZ594160.pdf,,,,,,,,555,POINT (12.595366704699344 55.68329090475432)
trafiktaelling.fid--38345ac2_187744723e7_7eb3,7163,Amaliehaven ,kajsiden til og fra båden,,100,Øvrige tællinger,,,,,,,,,100,100,100,,,,,,,100,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YtEGK7NdBM.pdf,,,,,,,,556,POINT (12.59555959924843 55.68336918323652)
trafiktaelling.fid--38345ac2_187744723e7_7eb4,7164,Borgbjergsvej,FOD,23,100,Øvrige tællinger,,,,,,,,,3791,4400,4600,,,,,,,4400,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BMHOY2uqGF.pdf,,,,,,,,557,POINT (12.537101434527486 55.651126203168396)
trafiktaelling.fid--38345ac2_187744723e7_7eb5,7165,Christianshavns Kanal,Overgaden oven Vandet,42,100,Øvrige tællinger,700,,800,900,900,,900,1100,4100,4800,5000,,,,,,,4800,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lpgrO65T9y.pdf,,,,,,,,558,POINT (12.592208208415958 55.67315456840403)
trafiktaelling.fid--38345ac2_187744723e7_7eb6,7166,Cirkeline Plads,Hjørnet Enghavevej og Ny Carlsbergvej,,100,Øvrige tællinger,,,,,1465,,1500,1800,3305,3900,4000,,,,,,,3900,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lf8rCKSL9F.pdf,,,,,,,,559,POINT (12.54376099559102 55.66607901383784)
trafiktaelling.fid--38345ac2_187744723e7_7eb7,7167,Damhusdæmningen,Vest for Ved Damhussøen,2B,100,Øvrige tællinger,,,,,3010,"2,9",3100,3700,928,1100,1100,,,,,,,1100,20220620,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ECZR5ez09h.pdf,,2.9000001,,,,,,560,POINT (12.47316153935187 55.681177286666646)
trafiktaelling.fid--38345ac2_187744723e7_7eb8,7168,Applebys Plads (ved Cirkelbroen),ved Cirkelbroen ved Danisco bygningen,,100,Øvrige tællinger,,,,,,,,,465,500,600,,,,,,,500,20150930,2015,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Omp3l0dex1.pdf,,,,,,,,561,POINT (12.5836760374204 55.672218294731536)
trafiktaelling.fid--38345ac2_187744723e7_7eb9,7169,Fiskebroen,,,100,Øvrige tællinger,,,,,1056,,1100,1300,669,800,800,,,,,,,800,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eEL5BvuwdB.pdf,,,,,,,,562,POINT (12.55137779871065 55.64311459388048)
trafiktaelling.fid--38345ac2_187744723e7_7eba,7170,Frederiksstadsgade ,,15,100,Øvrige tællinger,112,,100,100,527,,500,600,1401,1600,1700,,,,,,,1600,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/07FS1v5Qw4.pdf,,,,,,,,563,POINT (12.545969568521773 55.66906975641854)
trafiktaelling.fid--38345ac2_187744723e7_7ebb,7171,Haderslevsgade ,,3,100,Øvrige tællinger,191,"0,5",200,300,604,,600,700,1052,1200,1300,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1D5uWLWhVH.pdf,0.5,,,,,,,564,POINT (12.545659311339145 55.66889322034561)
trafiktaelling.fid--38345ac2_187744723e7_7ebc,7172,Islands Brygge,Fortovet u.f. husnr. 17,17,100,Øvrige tællinger,,,,,,,,,1302,1500,1600,,,,,,,1500,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZiRhFAN00R.pdf,,,,,,,,565,POINT (12.577716402479869 55.66744539135821)
trafiktaelling.fid--38345ac2_187744723e7_7ebd,7173,Ben Websters Vej,FOD,70,100,Øvrige tællinger,700,,800,900,300,,300,400,400,500,500,,,,,,,500,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QwZcfwaMjP.pdf,,,,,,,,566,POINT (12.55280180494944 55.646331970664)
trafiktaelling.fid--38345ac2_187744723e7_7ebe,7174,Islands Brygge,Havneparken ved redningskrans (overfor Islands Brygge 35),37,100,Øvrige tællinger,,,,,200,,200,200,600,700,700,,,,,,,700,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lu2huvbEEj.pdf,,,,,,,,567,POINT (12.573818600825176 55.665391189248496)
trafiktaelling.fid--38345ac2_187744723e7_7ebf,7176,Amagerbrogade,FOD,32,100,Øvrige tællinger,,,,,,,,,4501,5300,5400,,,,,,,5300,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yr2l7LoI61.pdf,,,,,,,,568,POINT (12.600226002361838 55.6644833396152)
trafiktaelling.fid--38345ac2_187744723e7_7ec0,7179,Store Møllevej,,8,100,Øvrige tællinger,,,,,,,,,619,700,700,,,,,,,700,20100603,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9Dh0rwOgEW.pdf,,,,,,,,569,POINT (12.599514051743885 55.667079570550584)
trafiktaelling.fid--38345ac2_187744723e7_7ec1,7180,Strandboulevarden,,142,100,Øvrige tællinger,,,,,,,,,907,1100,1100,,,,,,,1100,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/KkfxPoAYHV.pdf,,,,,,,,570,POINT (12.58192420582557 55.709304676453655)
trafiktaelling.fid--38345ac2_187744723e7_7ec2,7181,Strandboulevarden,,31A,100,Øvrige tællinger,,,,,,,,,1165,1400,1400,,,,,,,1400,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Wz1ysNZKYi.pdf,,,,,,,,571,POINT (12.58929020246366 55.70058498966432)
trafiktaelling.fid--38345ac2_187744723e7_7ec3,7182,Strandboulevarden,,75,100,Øvrige tællinger,,,,,,,,,1428,1700,1700,,,,,,,1700,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UUnhFnhtTo.pdf,,,,,,,,572,POINT (12.586676287799888 55.70520702730391)
trafiktaelling.fid--38345ac2_187744723e7_7ec4,7183,Nybrogade,FOD,24A,100,Øvrige tællinger,,,,,,,,,2130,2500,2600,,,,,,,2500,20171004,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QivmwJz305.pdf,,,,,,,,573,POINT (12.576000576918148 55.676247422651976)
trafiktaelling.fid--38345ac2_187744723e7_7ec5,7184,Langeliniekaj,ved Langelinie Allé,5,100,Øvrige tællinger,2000,,2300,2600,600,,600,700,4300,5000,5200,,,,,,,5000,20110728,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5FhnWv8YMV.pdf,,,,,,,,574,POINT (12.600154088798984 55.69552948665826)
trafiktaelling.fid--38345ac2_187744723e7_7ec6,7185,Matthæusgade ,øst for Enghavevej,37,100,Øvrige tællinger,1069,"0,4",1300,1400,1912,,2000,2300,3579,4200,4300,,,,,,,4200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/y8rn5lsE5z.pdf,0.40000001,,,,,,,575,POINT (12.545751561729846 55.669602800279215)
trafiktaelling.fid--38345ac2_187744723e7_7ec7,7186,Liva Weels Plads,,,100,Øvrige tællinger,,,,,138,,100,200,1005,1200,1200,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Fx2iML0GiB.pdf,,,,,,,,576,POINT (12.546127915568377 55.66544092951184)
trafiktaelling.fid--38345ac2_187744723e7_7ec8,7187,Nokken Strandvej,Nokken Strandvej - ved roklub,,100,Øvrige tællinger,200,,200,300,700,,700,900,200,200,200,,,,,,,200,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gD1puIwbxI.pdf,,,,,,,,577,POINT (12.564120902530737 55.65428503443883)
trafiktaelling.fid--38345ac2_187744723e7_7ec9,7188,Nokken Strandvej,Nokken Strandvej - ved bom,,100,Øvrige tællinger,40,,0,100,882,,900,1100,412,500,500,,,,,,,500,20170614,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YQ3TNpEwLE.pdf,,,,,,,,578,POINT (12.56287382026979 55.65334212193344)
trafiktaelling.fid--38345ac2_187744723e7_7eca,7189,Strandgade,Nordatlantens Brygge,91,100,Øvrige tællinger,0,,0,0,119,,100,100,1597,1900,1900,,,,,,,1900,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rAoWmhcgmR.pdf,,,,,,,,579,POINT (12.596600401792111 55.67734911161737)
trafiktaelling.fid--38345ac2_187744723e7_7ecb,7190,Nørre Voldgade,Nørre Voldgade - ud for husnr. 106,106,100,Øvrige tællinger,,,,,,,,,6274,7300,7600,,,,,,,7300,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/90z90UgAm4.pdf,,,,,,,,580,POINT (12.573709482035435 55.684259777732706)
trafiktaelling.fid--38345ac2_187744723e7_7ecc,7191,Nørre Voldgade,FOD,3,100,Øvrige tællinger,,,,,,,,,2463,2900,3000,,,,,,,2900,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/omdypwxadO.pdf,,,,,,,,581,POINT (12.56965268373633 55.68223040595286)
trafiktaelling.fid--38345ac2_187744723e7_7ecd,7192,Orlogsværftvej,Operaen - Dokøen,,100,Øvrige tællinger,,,,,70,,100,100,400,500,500,,,,,,,500,20110609,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/l4VaVQ62rT.pdf,,,,,,,,582,POINT (12.599578967334345 55.68171719505565)
trafiktaelling.fid--38345ac2_187744723e7_7ece,7193,Peblinge Dossering,ved Baggesensgade,10,100,Øvrige tællinger,,,,,10957,,11300,13400,3671,4300,4400,,,,,,,4300,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UrMRsqznfZ.pdf,,,0,,,,,583,POINT (12.561513804908735 55.68630041266815)
trafiktaelling.fid--38345ac2_187744723e7_7ecf,7195,Refshalevej,Café Halvandet,340,100,Øvrige tællinger,100,,100,100,62,,100,100,60,100,100,,,,,,,100,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZbUoTMuxye.pdf,,,,,,,,584,POINT (12.609951078132402 55.69563585791699)
trafiktaelling.fid--38345ac2_187744723e7_7ed0,7196,Sluseholmen,,28,100,Øvrige tællinger,2514,"3,6",2900,3300,807,,800,1000,1283,1500,1600,,,,,,,1500,20100615,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/IZ87hroZPQ.pdf,3.5999999,,,,,,,585,POINT (12.549189088594622 55.64652007252834)
trafiktaelling.fid--38345ac2_187744723e7_7ed1,7199,Langebrogade,,,100,Øvrige tællinger,,,,,9186,,9500,11200,2051,2400,2500,,,,,,,2400,20190917,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/54k7Jy16wB.pdf,,,,,160,"1,4",,586,POINT (12.580791923984627 55.670427639358415)
trafiktaelling.fid--38345ac2_187744723e7_7ed2,7200,Vasbygade,FOD,40,100,Øvrige tællinger,,,,,4777,,4900,5800,205,200,200,,,,,,,200,20140910,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/e4Q1yTLFmE.pdf,,,,,,,,587,POINT (12.545936189920855 55.65622722469993)
trafiktaelling.fid--38345ac2_187744723e7_7ed3,7600,Klædemålet,Gang(jern)banebro vest for Klædemålet,,100,Øvrige tællinger,,,,,,,,,1877,2200,2300,,,,,,,2200,20140622,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xOfwzdeSLx.pdf,,,,,,,,588,POINT (12.545274154043446 55.715270880069234)
trafiktaelling.fid--38345ac2_187744723e7_7ed4,7601,Folehaven,Gangbro over Folehaven,63,100,Øvrige tællinger,,,,,,,,,203,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qwEDaGPD4Z.pdf,,,,,,,,589,POINT (12.500989309020444 55.65126183592734)
trafiktaelling.fid--38345ac2_187744723e7_7ed5,7602,Nordre Toldbod,Gangbro over forbindelsesvej ved Gefionspringvand,15,100,Øvrige tællinger,,,,,,,,,4520,5300,5500,,,,,,,5300,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LBiBN0rKdp.pdf,,,,,,,,590,POINT (12.598060688498302 55.68948173046298)
trafiktaelling.fid--38345ac2_187744723e7_7ed6,7603,Jyllingevej,Gangbro over Jyllingevej ved Jyllingevej Station,98,100,Øvrige tællinger,,,,,,,,,134,200,200,,,,,,,200,20181108,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cWm4xf0b6r.pdf,,,0,,,,,591,POINT (12.476614192625268 55.690865450584376)
trafiktaelling.fid--38345ac2_187744723e7_7ed7,7604,Lersø Parkallé,Gangbro over Lersø Parkallé,,100,Øvrige tællinger,,,,,,,,,138,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/m6fkXWdcKo.pdf,,,,,,,,592,POINT (12.5514887449708 55.712378241347636)
trafiktaelling.fid--38345ac2_187744723e7_7ed8,7605,Banefløjstien,Gangbro på Banefløjstien over fæstningsgraven,,100,Øvrige tællinger,,,,,,,,,400,500,500,,,,,,,500,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/zvzgIC5tzv.pdf,,,,,,,,593,POINT (12.461511875591375 55.7118713261489)
trafiktaelling.fid--38345ac2_187744723e7_7ed9,7606,Korsager Allé,Gangtunnel mellem Korsager Allé og Åvendingen,,100,Øvrige tællinger,,,,,,,,,618,700,700,,,,,,,700,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SuyQvsYx9w.pdf,,,,,,,,594,POINT (12.466551216982992 55.70625832757831)
trafiktaelling.fid--38345ac2_187744723e7_7eda,7607,Amager Boulevard,Gangtunnel under Amager Boulevard ved Thorshavnsgade,4,100,Øvrige tællinger,,,,,66,,100,100,454,500,500,,,,,,,500,20200903,2020,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5vh5odeBaS.pdf,,,,,,,,595,POINT (12.581137777278906 55.66909979243385)
trafiktaelling.fid--38345ac2_187744723e7_7edb,7608,Amagerbrogade,Gangtunnel under Amagerbrogade ved Hans Bogbinders Allé,156,100,Øvrige tællinger,,,,,,,,,197,200,200,,,,,,,200,20220609,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZuhtFWxVEh.pdf,,,,,,,,596,POINT (12.610188468263908 55.65508949559905)
trafiktaelling.fid--38345ac2_187744723e7_7edc,7609,Emdrupvej,Gangtunnel under Emdrupvej ved Banebrinken,88,100,Øvrige tællinger,,,,,,,,,70,100,100,,,,,,,100,20120522,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/j6d6pwGtgm.pdf,,,,,,,,597,POINT (12.539596800251775 55.722713061037545)
trafiktaelling.fid--38345ac2_187744723e7_7edd,7610,Frederikssundsvej ,Gangtunnel under Frederikssundsvej ved Hyrdevangen,125A,100,Øvrige tællinger,,,,,,,,,157,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/wMkTnktTju.pdf,,,,,,,,598,POINT (12.509765635558926 55.70586455822297)
trafiktaelling.fid--38345ac2_187744723e7_7ede,7611,Jagtvej,Gangtunnel under Jagtvej ved Hans Egedes Gade,34,100,Øvrige tællinger,,,,,5,,0,0,156,200,200,,,,,,,200,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fSCnOo7yVO.pdf,,,,,,,,599,POINT (12.544204226432257 55.69027042308522)
trafiktaelling.fid--38345ac2_187744723e7_7edf,7612,Jagtvej,Gangtunnel under Jagtvej ved Stevnsgade,78,100,Øvrige tællinger,,,,,3,,0,0,140,200,200,,,,,,,200,20161012,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lJwMZX4VYe.pdf,,,,,,,,600,POINT (12.551566854607024 55.69672541466324)
trafiktaelling.fid--38345ac2_187744723e7_7ee0,7613,Lyshøjgårdsvej,Gangtunnel under jernbane ved Fengersvej,,100,Øvrige tællinger,,,,,,,,,2738,3200,3300,,,,,,,3200,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OoYl7zMBAY.pdf,,,,,,,,601,POINT (12.507698975527399 55.66372055828285)
trafiktaelling.fid--38345ac2_187744723e7_7ee1,7614,Oslo Plads ,Gangtunnel under Oslo Plads nordøst,,100,Øvrige tællinger,,,,,,,,,3450,4000,4200,,,,,,,4000,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YuBLNLwtYI.pdf,,,,,,,,602,POINT (12.586415305208828 55.692465553478485)
trafiktaelling.fid--38345ac2_187744723e7_7ee2,7615,Oslo Plads ,Gangtunnel under Oslo Plads sydvest,,100,Øvrige tællinger,,,,,,,,,456,500,600,,,,,,,500,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vEQmKXnrQg.pdf,,,,,,,,603,POINT (12.58702522250566 55.692135761437626)
trafiktaelling.fid--38345ac2_187744723e7_7ee3,7616,Peder Lykkes Vej,Gangtunnel under Peder Lykkes Vej ved Tingvej,59C,100,Øvrige tællinger,,,,,,,,,327,400,400,,,,,,,400,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZwwKROrTQX.pdf,,,,,,,,604,POINT (12.599457240887453 55.65457765805263)
trafiktaelling.fid--38345ac2_187744723e7_7ee4,7617,Roskildevej,Gangtunnel under Roskildevej ved Ålholm Station,130,100,Øvrige tællinger,,,,,,,,,224,300,300,,,,,,,300,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xtZWYZ1GkU.pdf,,,,,,,,605,POINT (12.493872995002475 55.672474561264465)
trafiktaelling.fid--38345ac2_187744723e7_7ee5,7618,Sjælør Boulevard,Gangtunnel under Sjælør Boulevard ved Sjælør Station,,100,Øvrige tællinger,,,,,,,,,111,100,100,,,,,,,100,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nlrnoG0MSb.pdf,,,,,,,,606,POINT (12.527456337938817 55.65203761633985)
trafiktaelling.fid--38345ac2_187744723e7_7ee6,7619,Slotsherrensvej,Gangtunnel under Slotsherrensvej ved Islev Station,137,100,Øvrige tællinger,,,,,,,,,60,100,100,,,,,,,100,20220510,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eOvWgYQm3p.pdf,,,,,,,,607,POINT (12.469716333090334 55.699574014361865)
trafiktaelling.fid--38345ac2_187744723e7_7ee7,7620,Sølvgade,Gangtunnel under Sølvgade ved Botanisk Have,79,100,Øvrige tællinger,,,,,,,,,64,100,100,,,,,,,100,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/swQj87AIv9.pdf,,,,,,,,608,POINT (12.575743217577363 55.68877854833604)
trafiktaelling.fid--38345ac2_187744723e7_7ee8,7621,Sølvgade,Gangtunnel under Sølvgade ved Rigensgade,,100,Øvrige tællinger,,,,,26,,0,0,314,400,400,,,,,,,400,20161109,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/X9OJdY9UlH.pdf,,,,,,,,609,POINT (12.58206053213789 55.686489965692864)
trafiktaelling.fid--38345ac2_187744723e7_7ee9,7622,Tagensvej,Gangtunnel under Tagensvej ved Arresøgade,18B,100,Øvrige tællinger,,,,,,,,,101,100,100,,,,,,,100,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/baE64e0hVa.pdf,,,,,,,,610,POINT (12.557709331826672 55.697641910232896)
trafiktaelling.fid--38345ac2_187744723e7_7eea,7623,Tomgårdsvej,Gangtunnel under Tomsgårdsvej ved Hovmestervej,69,100,Øvrige tællinger,,,,,,,,,383,400,500,,,,,,,400,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CIOLdKuzXp.pdf,,,,,,,,611,POINT (12.528595082441798 55.71029999063229)
trafiktaelling.fid--38345ac2_187744723e7_7eeb,7624,Tuborgvej,Gangtunnel under Tuborgvej ved Bispebjerg Parkallé,172A,100,Øvrige tællinger,,,,,,,,,506,600,600,,,,,,,600,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mJgaHGvVcc.pdf,,,,,,,,612,POINT (12.540846218547458 55.7195083183189)
trafiktaelling.fid--38345ac2_187744723e7_7eec,7625,Tuborgvej,Gangtunnel under Tuborgvej ved Rymarksvej,66,100,Øvrige tællinger,,,,,,,,,472,600,600,,,,,,,600,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jSZ3EOzoeI.pdf,,,,,,,,613,POINT (12.563461560033932 55.72788566135162)
trafiktaelling.fid--38345ac2_187744723e7_7eed,7626,Vigerslevvej,Gangtunnel under Vigerslevvej ved Hansstedsvej,99,100,Øvrige tællinger,,,,,,,,,436,500,500,,,,,,,500,20220504,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yM6nfikmXv.pdf,,,202,"5,88",,,26,614,POINT (12.48434872743389 55.66542720818399)
trafiktaelling.fid--38345ac2_187744723e7_7eee,7627,Østerbrogade,Gangtunnel under Østerbrogade ved Koldinggade,136,100,Øvrige tællinger,,,,,,,,,215,300,300,,,,,,,300,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/moY37RjqR0.pdf,,,,,,,,615,POINT (12.577401627662502 55.70655194705809)
trafiktaelling.fid--38345ac2_187744723e7_7eef,7628,Østerbrogade,Gangtunnel under Østerbrogade ved Sionsgade,190,100,Øvrige tællinger,,,,,,,,,300,400,400,,,,,,,400,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GQOspFptXw.pdf,,,,,,,,616,POINT (12.57757100299058 55.711015736556874)
trafiktaelling.fid--38345ac2_187744723e7_7ef0,7629,Østerbrogade,Gangtunnel under Østerbrogade ved Sortedam Dossering,60,100,Øvrige tællinger,,,,,,,,,321,400,400,,,,,,,400,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/GTogzbuS7D.pdf,,,,,,,,617,POINT (12.578842180923793 55.697859421960814)
trafiktaelling.fid--38345ac2_187744723e7_7ef1,7630,Østerbrogade,Gangtunnel under Østerbrogade ved Svanemøllebro,167,100,Øvrige tællinger,,,,,,,,,1591,1900,1900,,,,,,,1900,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rswGYFTwVV.pdf,,,,,,,,618,POINT (12.577511225645102 55.71563356549011)
trafiktaelling.fid--38345ac2_187744723e7_7ef2,7630,Østerbrogade,Gangtunnel under Østerbrogade ved Svanemøllebro,167,100,Øvrige tællinger,,,,,20,,0,0,1591,1900,1900,,,,,,,1900,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QNep4PMeYl.pdf,,,,,,,,619,POINT (12.577511225645102 55.71563356549011)
trafiktaelling.fid--38345ac2_187744723e7_7ef3,7631,Teglværksbroen,,,100,Øvrige tællinger,,,,,,,,,2264,2600,2700,,,,,,,2600,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rjBWqUvjh2.pdf,,,,,,,,620,POINT (12.550517455886002 55.64772094465162)
trafiktaelling.fid--38345ac2_187744723e7_7ef4,7632,Tove Ditlevsens Plads,,,100,Øvrige tællinger,,,,,889,,900,1100,2580,3000,3100,,,,,,,3000,20160913,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oeVwjyEUc9.pdf,,,,,,,,621,POINT (12.545511652296119 55.66925915596506)
trafiktaelling.fid--38345ac2_187744723e7_7ef5,7633,Valby Langgade,FOD,125,100,Øvrige tællinger,,,,,,,,,2278,2700,2800,,,,,,,2700,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/D5FHLFphok.pdf,,,,,,,,622,POINT (12.504076823174252 55.666750052557546)
trafiktaelling.fid--38345ac2_187744723e7_7ef6,7634,Valbyparken,Valbyparken - stien øst for Kalvebodstien ,,100,Øvrige tællinger,,,,,126,"0,8",100,200,130,200,200,,,,,,,200,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gbdC7mO40r.pdf,,0.80000001,,,,,,623,POINT (12.525684410050271 55.63734585554204)
trafiktaelling.fid--38345ac2_187744723e7_7ef7,7635,Vesterbrogade ,Vesterbrogade - ved Tivoli/Bryggeriet,3,100,Øvrige tællinger,,,,,,,,,22997,26900,27800,,,,,,,26900,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/prdlrr7qcz.pdf,,,,,,,,624,POINT (12.565946323498256 55.67490460097631)
trafiktaelling.fid--38345ac2_187744723e7_7ef8,7636,Yrsa Plads,,,100,Øvrige tællinger,,,,,7527,"2,6",7800,9200,2797,3300,3400,,,,,,,3300,20160913,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R51vdUYxnw.pdf,,2.5999999,,,,,,625,POINT (12.55802285305244 55.66535866549486)
trafiktaelling.fid--38345ac2_187744723e7_7ef9,8001,Hyltebjerg Allé,vest for Ålekistevej,,9999,Øvrige tællinger,1242,"1,7",1500,1600,2928,,3000,3600,,,,,,,,,,,20140521,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6ee0pdCfBE.pdf,1.70000005,,,,,,,626,POINT (12.48310519243588 55.682666872414416)
trafiktaelling.fid--38345ac2_187744723e7_7efa,8005,Langelinjebroen,Cykel- og gangbro,,100,Øvrige tællinger,,,,,1932,"2,4",2000,2400,1968,2300,2400,,,,,,,2300,20220608,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/n4y5IX8Iqz.pdf,,2.4000001,,,,,,627,POINT (12.592073082384221 55.69517468441327)
